IATA,City,Latitude,Longitude
ILM,Wilmington,34.270615,-77.902569
ILN,Wilmington,39.42792,-83.792118
ILO,Iloilo,10.713044,122.545297
ILP,Ã_le des Pins,-22.5889,167.456
ILR,Ilorin,8.440211,4.493919
ILU,Kilaguni,-2.9,38.073889
ILY,Islay,55.681944,-6.256667
ILZ,Å_ilina,49.231528,18.6135
IMB,Imbaimadai,5.69252,-60.28198
IMF,Imphal,24.75995,93.896697
IMI,Ine,7.016667,171.483333
IMK,Simikot,29.971064,81.818932
IMM,Immokalee ,26.433889,-81.401389
IMP,Imperatriz,-5.531292,-47.46005
IMT,Iron Mountain,45.8183611,-88.1145556
INC,Yinchuan,38.481944,106.009167
IND,Indianapolis,39.717331,-86.294383
ING,El Calafate,-50.3361,-72.2486
INH,Inhambane,-23.876431,35.408544
INI,Nis,43.337289,21.853722
INJ,Hillsboro,32.083486,-97.097228
INK,Wink,31.779628,-103.201361
INL,International Falls,48.566186,-93.403067
INN,Innsbruck,47.260219,11.343964
INO,Inongo,-1.94722,18.2858
INQ,Inisheer,53.0647,-9.5109
INS,Indian Springs,36.587183,-115.673353
INT,Winston-salem,36.133722,-80.222
INU,Nauru,-0.547458,166.9191
INV,Inverness,57.5425,-4.0475
INW,Winslow,35.0219167,-110.7225278
INY,Sabi Sands,-24.815,31.42
INZ,In Salah,27.251022,2.512017
IOA,Ioannina,39.696388,20.8225
IOM,Isle Of Man,54.083333,-4.623889
IOR,Inis Mor,53.1067,-9.65361
IOS,Ilheus,-14.815964,-39.033197
IOW,Iowa City,41.639244,-91.546503
IPA,Ipota,-18.8783,169.308
IPC,Easter Island,-27.164792,-109.421831
IPH,Ipoh,4.567972,101.092194
IPI,Ipiales,0.861925,-77.671764
IPL,Imperial,32.834219,-115.578744
IPN,Ipatinga,-19.470722,-42.487583
IPT,Williamsport,41.241836,-76.921094
IQM,Qiemo,38.1494,85.5328
IQN,Qingyang,35.7997,107.603
IQQ,Iquique,-20.535222,-70.181275
IQT,Iquitos,-3.784739,-73.308806
IRA,Kirakira,-10.4497,161.898
IRC,Circle,65.827778,-144.076111
IRD,Ishurdi,24.1525,89.049446
IRG,Lockhart River,-12.7869,143.305
IRI,Iringa,-7.668633,35.752114
IRJ,La Rioja,-29.381636,-66.795839
IRK,Kirksville,40.0935,-92.5449
IRP,Isiro,2.827606,27.588253
IRU,Maldives Hilton Iru fushi,5.7435,73.3249
IRZ,Santa Isabel do Rio Negro,-0.416944,-65.033889
ISA,Mount Isa,-20.663889,139.488611
ISB,Islamabad,33.616653,73.099233
ISC,ST MARY\\'S,49.919,-6.3075
ISE,Isparta,37.8554,30.3684
ISG,Ishigaki,24.344525,124.186983
ISJ,Isla Mujeres,21.245033,-86.739967
ISK,Nasik Road,19.963739,73.807644
ISM,Kissimmee,28.289806,-81.437083
ISN,Williston,48.177939,-103.642347
ISO,Kinston,35.331389,-77.608889
ISP,Islip,40.79525,-73.100222
IST,Istanbul,40.976922,28.814606
ISU,Sulaymaniyah,35.5608,45.3147
ISW,Wisconsin Rapids,44.3606456,-89.8381412
ITB,Itaituba,-4.2446,-56.00384
ITH,Ithaca,42.491028,-76.458444
ITK,Itokama,-9.2,148.25
ITM,Osaka,34.785528,135.438222
ITO,Hilo,19.721375,-155.048469
IUD,Doha,25.1174,51.3228
IUE,Alofi,-19.080028,-169.925639
IVA,Ambanja,-13.65,48.467
IVC,Invercargill,-46.412408,168.312992
IVL,Ivalo,68.607269,27.405328
IVR,Inverell,-29.888333,151.144167
IWA,Ivanovo,56.939444,40.940833
IWD,Ironwood,46.5274747,-90.1313967
IWJ,Iwami,34.6764,131.79
IWO,Iwojima,24.784,141.322722
IWS,Houston,29.818194,-95.672611
IXA,Agartala,23.886978,91.24045
IXB,Baghdogra,26.681206,88.328567
IXC,Chandigarh,30.673469,76.788542
IXD,Allahabad,25.440064,81.733872
IXE,Mangalore,12.961267,74.890069
IXG,Belgaum,15.859286,74.618292
IXH,Kailashahar,24.308192,92.007156
IXI,Lilabari,27.295494,94.09765
IXJ,Jammu,32.689142,74.837389
IXK,Keshod,21.317069,70.270403
IXL,Leh,34.135872,77.546514
IXM,Madurai,9.834508,78.093378
IXP,Pathankot,32.233778,75.634628
IXR,Ranchi,23.31425,85.321675
IXS,Silchar,24.912928,92.978742
IXU,Aurangabad,19.862728,75.398114
IXW,Jamshedpur,22.813211,86.168844
IXY,Kandla,23.112719,70.100289
IXZ,Port Blair,11.641161,92.729744
IYK,Inyokern,35.658889,-117.829444
IZA,Juiz de Fora,-21.5130558,-43.17305756
IZG,Fryeburg,43.9911389,-70.9478889
IZO,Izumo,35.413611,132.89
JAA,Jalalabad,34.399842,70.498625
JAB,Jabiru,-12.6571,132.893
JAC,Jacksn Hole,43.60733333,-110.73775
JAD,Perth,-32.0975,115.881111
JAF,Jaffna,9.792331,80.070089
JAI,Jaipur,26.824192,75.812161
JAL,Jalapa,19.475083,-96.797506
JAN,Jackson,32.311167,-90.075889
JAQ,Jacquinot Bay,-5.6525,151.507
JAT,Ailinglapalap Atoll,7.45235,168.552
JAV,Ilulissat,69.23444,-51.05111
JAX,Jacksonville,30.494056,-81.687861
JBQ,La Isabela,18.5725,-69.9856
JBR,Jonesboro,35.831708,-90.646417
JCA,Cannes,43.536,7.03736
JCB,Joacaba,-27.172778,-51.500833
JCH,Qasigiannguit,68.833336,-51
JCI,Olathe,38.8309167,-94.8903056
JCK,Julia Creek,-20.6683,141.723
JCO,Comino,36.016,14.333
JCU,Ceuta,35.8969,-5.29908
JDF,Juiz De Fora,-21.7915,-43.386778
JDH,Jodhpur,26.251092,73.048869
JDO,Juazeiro Do Norte,-7.218958,-39.2701
JDR,Sao Joao del Rei,-21.0864,-44.2258
JDZ,Jingdezhen,29.3386,117.176
JED,Jeddah,21.679564,39.156536
JEE,Jeremie,18.6631,-74.1703
JEF,Jefferson City,38.5912,-92.1561
JEG,Aasiaat,68.7,-52.75
JEJ,Ailinglapalap Atoll,7.56535,168.962
JER,Jersey,49.207947,-2.195508
JES,Jesup,31.553889,-81.8825
JFK,New York,40.639751,-73.778925
JFR,Paamiut,61.9922,-49.6625
JGA,Jamnagar,22.465522,70.012556
JGC,Grand Canyon,35.96666666,-112.1333333
JGD,Jiagedaqi District,50.375,124.117
JGN,Jiayuguan,39.8569,98.3414
JGO,Qeqertarsuaq Airport,69.2511,-53.5381
JGR,Groennedal,61.2333,-48.1
JGS,Ji An,26.8997,114.7375
JHB,Johor Bahru,1.641308,103.669619
JHE,Helsingborg,56.0419,12.6912
JHG,Jinghong,21.973914,100.759611
JHL,Wood Buffalo,57.223889,-111.418889
JHM,Lahania-kapalua,20.962936,-156.673031
JHQ,Shute Harbour,-20.278299,148.757004
JHS,Sisimiut,66.9513,-53.7293
JHW,Jamestown,42.153333,-79.258056
JIB,Djibouti,11.5472,43.1594
JIJ,Jijiga,9.359722,42.7875
JIK,Ikaria,37.682717,26.347061
JIM,Jimma,7.666094,36.816639
JIQ,Qianjiang,29.515,108.83
JIU,Jiujiang,29.733,115.983
JIW,Jiwani,25.0678,61.8054
JJI,Juanjui,-7.1691,-76.728561
JJN,Quanzhou,24.7964,118.59
JJU,Qaqortoq,60.7158,-46.0294
JKA,Gulf Shores,30.2896389,-87.6717778
JKG,Joenkoeping,57.757594,14.068731
JKH,Chios,38.343175,26.140572
JKL,Kalymnos,36.963333,26.940556
JLD,Landskrona,55.944444,12.869444
JLN,Joplin,37.151814,-94.498269
JLR,Jabalpur,23.177817,80.052047
JMK,Mykonos,37.435128,25.348103
JMO,Jomsom,28.782222,83.7225
JMS,Jamestown,46.9297,-98.6782
JMU,Jiamusi,46.843394,130.465389
JMY,Freetown,8.490278,-13.289722
JNB,Johannesburg,-26.139166,28.246
JNG,Jining,35.417,116.533
JNN,Nanortalik,60.14,-45.2317
JNS,Narsaq,60.9167,-46.0586
JNU,Juneau,58.354972,-134.576278
JNX,Cyclades Islands,37.080556,25.368056
JNZ,Jinzhou,41.1014,121.062
JOE,Joensuu,62.662906,29.60755
JOG,Yogyakarta,-7.788181,110.431758
JOI,Joinville,-26.224453,-48.797364
JOK,Yoshkar-Ola,56.7006,47.9047
JOL,Jolo,6.05367,121.011
JON,Johnston Island,16.7286,-169.534
JOS,Jos,9.639828,8.86905
JOT,Joliet,41.517778,-88.175556
JPA,Joao Pessoa,-7.148381,-34.950681
JPR,Ji-ParanÃ¡,-10.8708,-61.8465
JPU,Paris,48.86667,2.333333
JQA,Uummannaq,70.7342,-52.6962
JQE,JaquÃ©,7.51778,-78.1572
JRA,New York,40.7545,-74.0071
JRB,New York,40.701214,-74.009028
JRH,Jorhat,26.731528,94.175536
JRO,Kilimanjaro,-3.429406,37.074461
JSA,Jaisalmer,26.888653,70.864967
JSH,Sitia,35.216108,26.101325
JSI,Skiathos,39.1771,23.503675
JSM,Jose de San Martin,-44.016667,-70.466667
JSR,Jessore,23.1838,89.160833
JST,Johnstown,40.316111,-78.833889
JSU,Maniitsoq,65.4125,-52.9394
JSY,Syros Island,37.422792,24.950936
JTC,Bauru,-22.157778,-49.068333
JTR,Thira,36.399169,25.479333
JTY,Astypalaia,36.579886,26.375822
JUB,Juba,4.872006,31.601117
JUI,Juist,53.681572,7.055731
JUJ,Jujuy,-24.392778,-65.097778
JUL,Juliaca,-15.467103,-70.158169
JUM,Jumla,29.274167,82.193333
JUV,Upernavik,72.7902,-56.1306
JUZ,Quzhou,28.9658,118.899
JVA,Ankavandra,-18.8,45.283
JVL,Janesville,42.62025,-89.0415556
JWA,Jwaneng,-24.602333,24.690971
JXA,Jixi,45.30611,130.99667
JXN,Jackson,42.260556,-84.460556
JYL,Sylvania,32.6452778,-81.5971111
JYO,Leesburg,39.078,-77.558
JYV,Jyvaskyla,62.399453,25.678253
JZH,Jiuzhaigou,32.857,103.683
JZP,Jasper,34.4534722,-84.4572222
K03,Fort Wainwright,70.613378,-159.86035
K27,Mechanicville,42.893133,-73.66845
K83,Sabetha,39.5425,-95.4677
KAB,Kariba,-16.519761,28.884981
KAC,Kamishly,37.020625,41.191394
KAD,Kaduna,10.696025,7.320114
KAE,Kake,56.973056,-133.945556
KAG,Kangnung,37.753561,128.943625
KAI,Kaieteur,5.167,-59.483
KAJ,Kajaani,64.285472,27.692414
KAL,Kaltag,64.3191,-158.741
KAN,Kano,12.047589,8.524622
KAO,Kuusamo,65.987575,29.239381
KAR,Kamarang,5.865278,-60.614167
KAT,Kaitaia,-35.07,173.285278
KAU,Kauhava,63.127078,23.051442
KAW,Kawthoung,10.049258,98.538006
KAX,Kalbarri,-27.69,114.262
KBC,Brich Creek,66.256708,-145.815319
KBL,Kabul,34.565853,69.212328
KBP,Kiev,50.345,30.894722
KBR,Kota Bahru,6.16685,102.293014
KBS,Bo,7.9444,-11.761
KBT,Kaben,8.90056,170.844
KBU,Laut Island,-3.29472,116.165
KBV,Krabi,8.095969,98.988764
KBW,Chignik,56.295556,-158.401398
KBY,Samara,53.504858,50.164336
KBZ,Kaikoura,-42.416668,173.68333
KCA,Kuqa,41.7181,82.9869
KCC,Coffman Cove,56.014722,-132.833889
KCH,Kuching,1.484697,110.346933
KCL,Chignik Lagoon,56.311111,-158.534167
KCM,Kahramanmaras,37.539,36.9534
KCQ,Chignik Lake,56.255,-158.775278
KCT,Koggala,5.99368,80.3203
KCZ,Kochi,33.546111,133.669444
KDD,Khuzdar,27.7906,66.6473
KDH,Kandahar,31.505756,65.847822
KDI,Kendari,-4.081608,122.418231
KDL,Kardla,58.990756,22.830733
KDM,Kaadedhdhoo,0.4880555,72.995556
KDO,Laamu Atoll,1.85917,73.5219
KDR,Kandrian,-6.183,149.533
KDU,Skardu,35.335508,75.536047
KDV,Vunisea,-19.0581,178.157
KDZ,Kandy,7.32512501,80.64211571
KED,Kaedi,16.159547,-13.507617
KEF,Keflavik,63.985,-22.605556
KEH,Kenmore,47.7548,-122.259
KEJ,Kemorovo,55.270094,86.107208
KEK,Ekwok,59.356944,-157.471111
KEL,Kiel,54.3795,10.145167
KEM,Kemi,65.781889,24.5991
KEN,Kenema,7.89129,-11.1766
KEP,Nepalgunj,28.103633,81.667006
KER,Kerman,30.274444,56.951111
KET,Kengtung,21.301611,99.635997
KEV,Halli,61.85605,24.7866
KEW,Keewaywin,52.991111,-92.836389
KEX,Kempten,47.724,10.311
KEY,Kericho,-0.385,35.245
KEZ,Colombo,6.9674637,79.88197231
KFA,Kiffa,16.589983,-11.406208
KFB,Kaufbeuren,47.874,10.6294
KFE,Cloudbreak,-22.291945,119.437225
KFG,Kalkgurung,-17.4319,130.808
KFP,False Pass,54.8475,-163.410278
KFS,Kastamonu,41.316944,33.796111
KFX,Kaufbeuren,47.885,10.6294
KGA,Kananga,-5.900055,22.469166
KGC,Kingscote,-35.713889,137.521389
KGD,Kaliningrad,54.89005,20.592633
KGE,Kagau Island,-7.333,157.583
KGF,Karaganda,49.670833,73.334444
KGG,Kedougou,12.572292,-12.220333
KGI,Kalgoorlie,-30.789444,121.461667
KGJ,Karonga,-9.953569,33.893022
KGK,Koliganek,59.726667,-157.259444
KGL,Kigali,-1.968628,30.13945
KGN,Kasongo,-6.583333,16.816668
KGO,Kirovograd,48.54,32.29
KGP,Kogalym,62.18,74.53
KGS,Kos,36.793335,27.091667
KGT,Kangding,30.1575,101.734722
KGX,Grayling,62.894444,-160.065
KHC,Kerch,45.372869,36.402761
KHD,Khorram Abad,33.435378,48.282889
KHE,Kherson,46.6758,32.5064
KHG,Kashi,39.542922,76.019956
KHH,Kaohsiung,22.577094,120.350006
KHI,Karachi,24.906547,67.160797
KHM,Khamti,25.988333,95.674444
KHN,Nanchang,28.865,115.9
KHS,Khasab,26.170986,56.240569
KHT,Khost,33.3334,69.952
KHV,Khabarovsk,48.528044,135.188361
KHW,Khwai River,-19.149166,23.7875
KIA,Kaieteur Falls,5.163333,-59.483333
KID,Kristianstad,55.921686,14.085536
KIE,Kineshma,57.45000001,42.15000001
KIF,Kingfisher Lake,53.0125,-89.8553
KIH,Kish Island,26.526156,53.980211
KIJ,Niigata,37.5711,139.0646
KIK,Kirkuk,35.17,44.3483
KIM,Kimberley,-28.802834,24.765167
KIN,Kingston,17.935667,-76.7875
KIO,Kili Island,5.64452,169.12
KIP,KIEV,50.1403,30.1808
KIR,Kerry,52.180878,-9.523783
KIS,Kisumu,-0.086139,34.728892
KIT,Kithira,36.274258,23.016978
KIV,Chisinau,46.927744,28.930978
KIW,Southdowns,-12.900469,28.149858
KIX,Osaka,34.4347222,135.244167
KJA,Krasnoyarsk,56.18,92.475
KJI,Burqin,48.221111,86.998056
KJP,Kerama,26.168333,127.293333
KKA,Koyuk,64.939444,-161.154167
KKB,Kitoi Bay,58.190833,-152.370556
KKC,Khon Kaen,16.466628,102.783661
KKD,Kokoda,-8.88468,147.731
KKE,Kerikeri,-35.262779,173.911944
KKH,Kongiganak,59.960833,-162.881111
KKJ,Kitakyushu,33.845942,131.034689
KKN,Kirkenes,69.725781,29.891295
KKR,Kaukura Atoll,-15.663333,-146.884769
KKW,Kikwit,-5.035767,18.785631
KKX,Kikai,28.321389,129.928056
KLC,Kaolack,14.146881,-16.051297
KLD,Tver,56.824736,35.757678
KLF,Kaluga,54.55,36.367
KLG,Kalskag,61.5363,-160.341
KLH,Kolhapur,16.664658,74.289353
KLK,Kalokol,3.49,35.84
KLL,Levelock,59.128056,-156.858611
KLN,Larsen Bay,57.535,-153.976667
KLO,Kalibo,11.679431,122.376294
KLR,Kalkmar,56.685531,16.287578
KLS,Kelso,46.118,-122.898389
KLU,Klagenfurt,46.642514,14.337739
KLV,Karlovy Vary,50.202978,12.914983
KLW,Klawock,55.579167,-133.076111
KLX,Kalamata,37.068319,22.025525
KLZ,Kleinsee,-29.688403,17.094006
KMA,Kerema,-7.96361,145.771
KME,Kamembe,-2.462242,28.90795
KMG,Kunming,24.992364,102.743536
KMI,Miyazaki,31.877222,131.448611
KMJ,Kumamoto,32.837319,130.85505
KMN,Kamina Base,-8.642025,25.252897
KMO,Manokotak,58.990278,-159.05
KMP,Keetmanshoop,-26.5397,18.1114
KMQ,Kanazawa,36.394611,136.406544
KMS,Kumasi,6.71456,-1.59082
KMU,Kismayu,-0.377353,42.459233
KMV,Kalemyo,23.188811,94.051094
KMW,Kostroma,57.7961,41.0204
KMY,Moser Bay,57.025556,-154.145833
KNC,Jian,26.8575,114.737222
KND,Kindu,-2.919178,25.915361
KNF,Marham,52.648353,0.550692
KNG,Kaimana,-3.644517,133.695553
KNH,Kinmen,24.427892,118.359197
KNN,Kankan,10.448333,-9.227499
KNO,Knokke,51.3222,3.29306
KNP,Kapanda,-9.771944,15.456111
KNQ,Kone,-21.053428,164.837806
KNS,King Island,-39.8775,143.878
KNU,Kanpur,26.441444,80.364864
KNW,New Stuyahok,59.4499,-157.328
KNX,Kununurra,-15.778056,128.7075
KOA,Kona,19.738767,-156.045631
KOC,Koumac,-20.546314,164.255625
KOE,Kupang,-10.171583,123.671136
KOI,Kirkwall,58.957778,-2.905
KOJ,Kagoshima,31.803397,130.719408
KOK,Kruunupyy,63.721172,23.143131
KON,Kontum,14.35,108.017
KOP,Nakhon Phanom,17.383794,104.643022
KOS,Sihanoukville,10.579686,103.636828
KOT,Kotlik,63.030556,-163.532778
KOU,Koulamoutou,-1.18461,12.4413
KOV,Kokshetau,53.3291,69.5946
KOW,Ganzhou,25.8258,114.912
KOX,Koln,50.9425,6.958056
KOY,Olga Bay,57.161389,-154.229722
KOZ,Ouzinkie,57.922876,-152.500511
KPB,Point Baker,56.351944,-133.6225
KPC,Port Clarence,65.2537,-166.859
KPN,Kipnuk,59.933056,-164.030556
KPO,Pohang,35.987858,129.420486
KPR,Port Williams,58.49,-152.582222
KPV,Perryville,55.906667,-159.160833
KPY,Port Bailey,57.93,-153.040556
KQA,Akutan,54.1325,-165.785
KRB,Karumba,-17.4567,140.83
KRF,Kramfors,63.048597,17.768856
KRH,Redhill,51.213612,-0.13861
KRI,Kikori,-7.42438,144.25
KRK,Krakow,50.077731,19.784836
KRL,Korla,41.6978,86.1289
KRN,Kiruna,67.821986,20.336764
KRO,Kurgan,55.4753,65.4156
KRP,Karup,56.297458,9.124628
KRR,Krasnodar,45.034689,39.170539
KRS,Kristiansand,58.204214,8.085369
KRT,Khartoum,15.589497,32.553161
KRV,Kimwarer,0.1912,35.3954
KRW,Krasnovodsk,40.063333,53.007222
KRY,Karamay,45.617,84.883
KRZ,Kiri,-1.435,19.024
KSA,Kosrae,5.356975,162.958386
KSC,Kosice,48.663055,21.241112
KSD,Karlstad,59.4447,13.3374
KSF,Kassel,51.408394,9.377631
KSH,Bakhtaran,34.345853,47.158128
KSI,Kissidougou,9.160556,-10.124443
KSJ,Kasos,35.421358,26.910047
KSK,Karlskoga,59.345867,14.495922
KSL,Kassala,15.387494,36.328842
KSM,St Mary's,62.0605,-163.302
KSN,Kostanay,53.206944,63.550278
KSO,Kastoria,40.446294,21.282186
KSQ,Khanabad,38.8336,65.9215
KSU,Kristiansund,63.111781,7.824522
KSY,Kars,40.562222,43.115002
KSZ,Kotlas,61.2358,46.6975
KTA,Karratha,-20.712222,116.773333
KTB,Thorne Bay,55.688056,-132.536667
KTD,Kitadaito,25.944722,131.326944
KTE,Kerteh,4.537222,103.426756
KTF,Takaka,-40.85,172.8
KTG,Ketapang,-1.816639,109.963483
KTI,Kratie,12.4905,106.055
KTL,Kitale,0.971989,34.958556
KTM,Kathmandu,27.696583,85.3591
KTN,Ketchikan,55.355556,-131.71375
KTP,Kingston,17.988558,-76.823761
KTR,Katherine,-14.5211,132.378
KTS,Brevig Mission,65.331389,-166.465833
KTT,Kittila,67.701022,24.84685
KTU,Kota,25.160219,75.845631
KTW,Katowice,50.474253,19.080019
KUA,Kuantan,3.775389,103.209056
KUC,Kuria,0.228611,173.410556
KUD,Kudat,6.9225,116.836
KUF,Samara,53.5,50.15
KUG,Kubin,-10.225,142.218
KUH,Kushiro,43.041,144.193
KUK,Kasigluk,60.873333,-162.524444
KUL,Kuala Lumpur,2.745578,101.709917
KUM,Yakushima,30.385569,130.659017
KUN,Kaunas,54.963919,24.084778
KUO,Kuopio,63.00715,27.797756
KUS,Kulusuk,65.566667,-37.1166667
KUT,Kutaisi,42.176653,42.482583
KUU,Kulu,31.876706,77.154367
KUV,Kunsan,35.903756,126.615906
KUY,Kamusi,-7.42035,143.122
KVA,Kavala,40.913306,24.619223
KVB,Skovde,58.4564,13.972672
KVC,King Cove,55.1163,-162.266
KVD,Ganja,40.7377,46.3176
KVG,Kavieng,-2.5794,150.808
KVK,Apatity,67.4633,33.5883
KVL,Kivalina,67.7362,-164.563
KVM,Markovo,64.665278,170.414167
KVX,Kirov,58.5033,49.3483
KWA,Kwajalein,8.720122,167.731661
KWE,Guiyang,26.538522,106.800703
KWG,Krivoy Rog,48.0433,33.21
KWI,Kuwait,29.226567,47.968928
KWJ,Kwangju,35.126389,126.808889
KWK,Kwigillingok,59.876389,-163.168611
KWL,Guilin,25.218106,110.039197
KWM,Kowanyama,-15.4856,141.751
KWN,Quinhagak,59.755,-161.845278
KWP,West Point,57.77,-153.548889
KWT,Kwethluk,60.790278,-161.443611
KWY,Kiwayu,-1.96056,41.2975
KWZ,Kolwezi,-10.765886,25.505714
KXF,Koro Island,-17.3458,179.422
KXK,Komsomolsk-on-Amur,50.4094,136.934
KYA,Konya,37.979,32.561861
KYD,Lanyu,22.028842,121.533642
KYK,Karluk,57.566944,-154.450278
KYP,Kyaukpyu,19.426447,93.534836
KYS,Kayes,14.481233,-11.404397
KYU,Koyukuk,64.875833,-157.730556
KYZ,Kyzyl,51.6694,94.4006
KZB,Zachar Bay,57.55,-153.75
KZI,Kozani,40.28611,21.840834
KZN,Kazan,55.606186,49.278728
KZO,Kzyl-Orda,44.709,65.591
KZR,Kutahya,39.111389,30.13
KZS,Kastelorizo,36.127777,29.566656
L06,Death Valley National Park,36.273,-116.515
L35,Big Bear,34.2637778,-116.8560278
L52,Oceano,35.10147222,-120.6223611
LAA,Lamar,38.069694,-102.6885
LAC,Layang Layang Atoll,7.372222,113.841667
LAD,Luanda,-8.858375,13.231178
LAE,Nadzab,-6.569828,146.726242
LAF,Lafayette,40.4123056,-86.9368889
LAI,Lannion,48.754378,-3.471656
LAK,Aklavik,68.223333,-135.005833
LAL,Lakeland,27.9889167,-82.0185556
LAM,Los Alamos,35.8798019,-106.2694153
LAN,Lansing,42.7787,-84.587357
LAO,Laoag,18.178092,120.531522
LAP,La Paz,24.072694,-110.362475
LAQ,Al Bayda',32.788673,21.964333
LAR,Laramie,41.3121,-105.675
LAS,Las Vegas,36.080056,-115.15225
LAU,Lamu,-2.252417,40.913097
LAW,Lawton,34.5677144,-98.4166367
LAX,Los Angeles,33.942536,-118.408075
LAY,Ladysmith,-28.581667,29.749722
LAZ,Bom Jesus Da Lapa,-13.262086,-43.408114
LBA,Leeds,53.865897,-1.660569
LBB,Lubbock,33.663639,-101.822778
LBC,Luebeck,53.805367,10.719222
LBD,Khudzhand,40.2154,69.6947
LBE,Latrobe,40.2759,-79.4048
LBF,North Platte,41.1262,-100.684
LBG,Paris,48.969444,2.441389
LBI,Albi,43.913887,2.113056
LBJ,Labuhan Bajo,-8.486656,119.88905
LBL,Liberal,37.044222,-100.95986
LBP,Long Banga,3.18495,115.454
LBQ,Lambarene,-0.704389,10.245722
LBR,Labrea,-7.258889,-64.797778
LBS,Lambasa,-16.466749,179.33986
LBT,Lumberton,34.6098056,-79.0595556
LBU,Labuan,5.300683,115.250181
LBV,Libreville,0.4586,9.412283
LBW,Long Bawan-Borneo Island,3.867,115.683
LBX,Lubang,13.855833,121.105833
LBZ,Lucapa,-8.443056,20.732222
LCA,Larnaca,34.875117,33.62485
LCC,Lecce,40.239228,18.133325
LCE,La Ceiba,15.742481,-86.853036
LCG,La Coruna,43.302061,-8.377256
LCH,Lake Charles,30.126112,-93.223335
LCJ,Lodz,51.721881,19.398133
LCK,Columbus,39.813786,-82.927822
LCL,La Coloma,22.336261,-83.642111
LCQ,Lake City,30.181944,-82.576944
LCR,La Chorrera,-0.733333,-73.016667
LCX,Longyan,25.674167,116.746389
LCY,London,51.505278,0.055278
LDB,Londrina,-23.333625,-51.130072
LDE,Tarbes,43.178675,-0.006439
LDG,Arkhangelsk,64.895833,45.722778
LDH,Lord Howe Island,-31.5383,159.077
LDI,Lindi,-9.85111,39.7578
LDJ,Linden,40.6174472,-74.2445942
LDK,Lidkoping,58.465522,13.174414
LDN,Lamidanda,27.253117,86.670044
LDO,Laduani,4.3754,-55.4075
LDU,Lahad Datu,5.032247,118.324036
LDX,Saint-Laurent-du-Maroni,5.483056,-54.034444
LDY,Londonderry,55.042778,-7.161111
LDZ,Londolozi,-24.8333,31.5
LEA,Learmonth,-22.235556,114.088611
LEB,Lebanon,43.6261,-72.3042
LEC,LenÃ§Ã_is,-12.4823,-41.277
LED,St. Petersburg,59.800292,30.262503
LEH,Le Havre,49.533889,0.088056
LEI,Almeria,36.843936,-2.370097
LEJ,Leipzig,51.432447,12.241633
LEK,Labe,11.326058,-12.28685
LEL,Lake Evella,-12.4989,135.806
LEN,Leon,42.589,-5.655556
LEQ,Land's End,50.1028,-5.67056
LER,Leinster,-27.8433,120.703
LES,Leuterschach,47.75,10.601
LET,Leticia,-4.193549,-69.943163
LEU,Seo De Urgel,42.338611,1.409167
LEV,Levuka,-17.68333,178.83333
LEW,Lewiston,44.0484728,-70.2835075
LEX,Lexington KY,38.0365,-84.605889
LEY,Lelystad,52.4603,5.52722
LFI,Hampton,37.082881,-76.360547
LFK,Lufkin,31.234014,-94.75
LFR,La Fria,8.239167,-72.271028
LFT,Lafayette,30.205278,-91.987611
LFW,Lome,6.165611,1.254511
LGA,New York,40.777245,-73.872608
LGB,Long Beach,33.817722,-118.151611
LGC,LaGrange,33.0088611,-85.0726111
LGG,Liege,50.637417,5.443222
LGI,Dead Man's Cay,23.179014,-75.093597
LGK,Pulau,6.329728,99.728667
LGL,Long Datih,3.421,115.154
LGO,Langeoog,53.7425,7.49778
LGP,Legazpi,13.157064,123.746247
LGQ,Lago Agrio,0.093056,-76.8675
LGS,Malargue,-35.493597,-69.574267
LGU,Logan,41.791,-111.852
LGW,London,51.148056,-0.190278
LHA,Lahr,48.3693,7.82772
LHC,Caballococha,-3.916858,-70.508225
LHD,Anchorage,61.1866382,-149.9653918
LHE,Lahore,31.521564,74.403594
LHG,Lightning Ridge,-29.4567,147.984
LHM,Lincoln,38.9091667,-121.3513333
LHR,London,51.4775,-0.461389
LHS,Las Heras,-46.533056,-68.951111
LHV,Lock Haven,41.1357778,-77.4223056
LHW,Lanzhou,36.117,103.617
LHX,La Junta,38.049719,-103.509431
LID,Valkenburg,52.166139,4.417944
LIF,Lifou,-20.7748,167.239864
LIG,Limoges,45.862778,1.179444
LIH,Lihue,21.975983,-159.338958
LIK,Likiep Island,9.82316,169.308
LIL,Lille,50.561942,3.089444
LIM,Lima,-12.021889,-77.114319
LIN,Milan,45.445103,9.276739
LIO,Limon,9.957961,-83.022006
LIP,Lins,-21.664039,-49.730519
LIQ,Lisala,2.170658,21.496906
LIR,Liberia,10.593289,-85.544408
LIS,Lisbon,38.781311,-9.135919
LIT,Little Rock,34.729444,-92.224306
LIV,Livingood,65.531111,-148.541111
LIW,Loikaw,19.691494,97.214825
LIX,Likoma Island,-12.083,34.733001
LJA,Lodja,-3.417,23.45
LJG,Lijiang,26.883333,100.23333
LJU,Ljubljana,46.223686,14.457611
LKB,Lakeba Island,-18.1992,-178.817
LKE,Seattle,47.629,-122.339
LKG,Lokichoggio,4.204117,34.348186
LKH,Long Akah,3.3,114.783
LKK,Kulik Lake,58.96591,-155.108089
LKL,Lakselv,70.068814,24.973489
LKN,Leknes,68.1525,13.6094
